id,category,difficulty,difficulty_normalized,topic,question,option_a,option_b,option_c,option_d,option_e,option_f,answer,solution,source_file,source_repo
66,02 Logical Reasoning (Analytical Ability),02 Intermediate,medium,Analogies,Square : Four :: Pentagon : ?,,,,,,,Five,A square has four sides; a pentagon has five sides.,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
67,02 Logical Reasoning (Analytical Ability),02 Intermediate,medium,Analogies,Tree : Forest :: Soldier : ?,,,,,,,Army,A tree is part of a forest; a soldier is part of an army.,02 Logical Reasoning (Analytical Ability)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
68,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the next number: 1, 2, 6, 15, 31, ?",,,,,,,56,"Pattern: differences are 1, 4, 9, 16 (squares: 1², 2², 3², 4²). Next difference: 5² = 25. 31 + 25 = 56.",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
69,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the missing number: 3, 10, 24, ?, 66, 108",,,,,,,52,"Pattern: 3 × 2 + 4 = 10, 10 × 2 + 4 = 24, 24 × 2 + 4 = 52, 52 × 2 + 4 = 108. Missing number: 52. Check: 52 × 2 + 4 = 108, 66 not in sequence (possible typo).",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
70,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the next number: 2, 7, 17, 32, 52, ?",,,,,,,77,"Differences: 5, 10, 15, 20 (arithmetic with common difference 5). Next difference: 25. 52 + 25 = 77.",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
71,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the next number: 1, 3, 10, 36, 148, ?",,,,,,,745,"Pattern: 1 × 2 + 1 = 3, 3 × 3 + 1 = 10, 10 × 3 + 6 = 36, 36 × 4 + 4 = 148, 148 × 5 + 5 = 745.",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
72,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the missing number: 4, 12, 30, ?, 156, 312",,,,,,,60,"Pattern: 4 × 3 = 12, 12 × 2.5 = 30, 30 × 2 = 60, 60 × 2.6 = 156, 156 × 2 = 312. Missing number: 60.",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
73,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the next number: 5, 14, 41, 122, 365, ?",,,,,,,1094,"Pattern: multiply by 3 and subtract 1. 5 × 3 - 1 = 14, 14 × 3 - 1 = 41, 41 × 3 - 1 = 122, 122 × 3 - 1 = 365, 365 × 3 - 1 = 1094.",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
74,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the next number: 2, 8, 26, 80, 242, ?",,,,,,,728,"Pattern: multiply by 3 and add 2, then multiply by 3 and add 2, etc. 2 × 3 + 2 = 8, 8 × 3 + 2 = 26, 26 × 3 + 2 = 80, 80 × 3 + 2 = 242, 242 × 3 + 2 = 728.",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
75,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the missing number: 1, 6, 18, ?, 243, 1458",,,,,,,54,"Pattern: multiply by 3, then by 3, etc. 1 × 6 = 6, 6 × 3 = 18, 18 × 3 = 54, 54 × 4.5 = 243, 243 × 6 = 1458. Missing number: 54.",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
76,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the next number: 3, 9, 22, 48, 94, ?",,,,,,,187,"Differences: 6, 13, 26, 46. Pattern: double and add 1, then adjust. Next difference: 46 × 2 + 1 = 93. 94 + 93 = 187.",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
77,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Series,"Find the next number: 1, 5, 14, 30, 56, ?",,,,,,,94,"Pattern: differences are 4, 9, 16, 26 (add 5, 7, 10). Next difference: 26 + 12 = 38. 56 + 38 = 94.",02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
78,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Analogies,Symphony : Orchestra :: Novel : ?,,,,,,,Writer,A symphony is created by an orchestra; a novel is created by a writer.,02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
79,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Analogies,Compass : Navigation :: Microscope : ?,,,,,,,Observation,A compass aids navigation; a microscope aids observation.,02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
80,02 Logical Reasoning (Analytical Ability),03 Advance,hard,Analogies,Equation : Mathematics :: Sonata : ?,,,,,,,Music,An equation is a structure in mathematics; a sonata is a structure in music.,02 Logical Reasoning (Analytical Ability)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
81,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Choose the synonym for ""Abundant"":",Scarce,Plentiful,Limited,Rare,,,B) Plentiful,Abundant means existing in large quantities. Plentiful is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
82,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Find the synonym for ""Candid"":",Deceptive,Honest,Reserved,Shy,,,B) Honest,Candid means truthful and straightforward. Honest is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
83,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Synonym for ""Eloquent"":",Silent,Articulate,Hesitant,Vague,,,B) Articulate,Eloquent means fluent or persuasive in speech. Articulate is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
84,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Choose the synonym for ""Fragile"":",Sturdy,Delicate,Strong,Robust,,,B) Delicate,Fragile means easily broken. Delicate is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
85,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Synonym for ""Zealous"":",Indifferent,Enthusiastic,Lazy,Apathetic,,,B) Enthusiastic,Zealous means passionate or fervent. Enthusiastic is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
86,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Find the synonym for ""Obscure"":",Clear,Hidden,Obvious,Transparent,,,B) Hidden,Obscure means unclear or concealed. Hidden is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
87,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Synonym for ""Meticulous"":",Careless,Precise,Hasty,Negligent,,,B) Precise,Meticulous means showing great attention to detail. Precise is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
88,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Choose the synonym for ""Vivid"":",Dull,Bright,Faint,Pale,,,B) Bright,Vivid means clear and striking. Bright is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
89,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Synonym for ""Prudent"":",Reckless,Cautious,Impulsive,Rash,,,B) Cautious,Prudent means careful and sensible. Cautious is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
90,03 Verbal Ability (English Comprehension),01 Basic,easy,Synonyms,"Find the synonym for ""Amicable"":",Hostile,Friendly,Cold,Distant,,,B) Friendly,Amicable means characterized by friendliness. Friendly is the closest synonym.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
91,03 Verbal Ability (English Comprehension),01 Basic,easy,Antonyms,"Choose the antonym for ""Big"":",Large,Small,Huge,Vast,,,B) Small,Big means large in size. Small is the opposite.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
92,03 Verbal Ability (English Comprehension),01 Basic,easy,Antonyms,"Find the antonym for ""Bright"":",Radiant,Dim,Shiny,Glowing,,,B) Dim,Bright means full of light. Dim means lacking light.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
93,03 Verbal Ability (English Comprehension),01 Basic,easy,Antonyms,"Antonym for ""Fast"":",Quick,Slow,Rapid,Swift,,,B) Slow,Fast means moving quickly. Slow is the opposite.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
94,03 Verbal Ability (English Comprehension),01 Basic,easy,Antonyms,"Choose the antonym for ""Happy"":",Joyful,Sad,Cheerful,Delighted,,,B) Sad,Happy means feeling pleasure. Sad is the opposite.,03 Verbal Ability (English Comprehension)/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
95,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Choose the synonym for ""Ephemeral"":",Permanent,Transient,Enduring,Lasting,,,B) Transient,Ephemeral means short-lived. Transient is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
96,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Find the synonym for ""Perspicuous"":",Vague,Clear,Obscure,Complex,,,B) Clear,Perspicuous means clearly expressed. Clear is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
97,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Synonym for ""Tenacious"":",Yielding,Persistent,Weak,Flexible,,,B) Persistent,Tenacious means holding firm. Persistent is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
98,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Choose the synonym for ""Obstreperous"":",Quiet,Noisy,Calm,Submissive,,,B) Noisy,Obstreperous means difficult to control and noisy. Noisy is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
99,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Synonym for ""Proclivity"":",Aversion,Tendency,Dislike,Opposition,,,B) Tendency,Proclivity means a natural inclination. Tendency is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
100,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Find the synonym for ""Ebullient"":",Depressed,Enthusiastic,Reserved,Somber,,,B) Enthusiastic,Ebullient means cheerful and full of energy. Enthusiastic is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
101,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Synonym for ""Fastidious"":",Careless,Meticulous,Hasty,Negligent,,,B) Meticulous,Fastidious means very attentive to detail. Meticulous is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
102,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Choose the synonym for ""Quixotic"":",Practical,Unrealistic,Sensible,Rational,,,B) Unrealistic,Quixotic means impractical or unrealistic. Unrealistic is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
103,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Synonym for ""Sagacious"":",Foolish,Wise,Ignorant,Naive,,,B) Wise,Sagacious means having keen judgment. Wise is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
104,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Synonyms,"Find the synonym for ""Taciturn"":",Talkative,Reserved,Outgoing,Loquacious,,,B) Reserved,Taciturn means silent or reserved in speech. Reserved is the closest synonym.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
105,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Antonyms,"Choose the antonym for ""Candid"":",Honest,Deceptive,Sincere,Open,,,B) Deceptive,"Candid means truthful. Deceptive means misleading, the opposite.",03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
106,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Antonyms,"Find the antonym for ""Austere"":",Harsh,Luxurious,Severe,Plain,,,B) Luxurious,Austere means simple or severe. Luxurious is the opposite.,03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
107,03 Verbal Ability (English Comprehension),02 Intermediate,medium,Antonyms,"Antonym for ""Eminent"":",Prominent,Obscure,Notable,Distinguished,,,B) Obscure,"Eminent means well-known. Obscure means unknown, the opposite.",03 Verbal Ability (English Comprehension)/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
108,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Choose the synonym for ""Acerbic"":",Sweet,Caustic,Mild,Gentle,,,B) Caustic,"Acerbic means sharp or biting in tone. Caustic, meaning harshly critical, is the closest synonym.",03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
109,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Find the synonym for ""Esoteric"":",Common,Arcane,Accessible,Obvious,,,B) Arcane,"Esoteric means understood by few. Arcane, meaning mysterious or secret, is the closest synonym.",03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
110,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Synonym for ""Nefarious"":",Virtuous,Wicked,Honorable,Ethical,,,B) Wicked,Nefarious means despicable or evil. Wicked is the closest synonym.,03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
111,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Choose the synonym for ""Obfuscate"":",Clarify,Confuse,Simplify,Illuminate,,,B) Confuse,Obfuscate means to make unclear. Confuse is the closest synonym.,03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
112,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Synonym for ""Propinquity"":",Distance,Proximity,Isolation,Separation,,,B) Proximity,Propinquity means nearness or kinship. Proximity is the closest synonym.,03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
113,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Find the synonym for ""Recalcitrant"":",Compliant,Defiant,Obedient,Submissive,,,B) Defiant,Recalcitrant means stubbornly resistant. Defiant is the closest synonym.,03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
114,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Synonym for ""Supercilious"":",Humble,Arrogant,Modest,Courteous,,,B) Arrogant,Supercilious means haughty or disdainful. Arrogant is the closest synonym.,03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
115,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Choose the synonym for ""Temerity"":",Caution,Audacity,Prudence,Restraint,,,B) Audacity,Temerity means reckless boldness. Audacity is the closest synonym.,03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
116,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Synonym for ""Ubiquitous"":",Rare,Omnipresent,Scarce,Limited,,,B) Omnipresent,Ubiquitous means present everywhere. Omnipresent is the closest synonym.,03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
117,03 Verbal Ability (English Comprehension),03 Advance,hard,Synonyms,"Find the synonym for ""Vituperative"":",Complimentary,Abusive,Flattering,Kind,,,B) Abusive,Vituperative means bitterly critical. Abusive is the closest synonym.,03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
118,03 Verbal Ability (English Comprehension),03 Advance,hard,Antonyms,"Choose the antonym for ""Aplomb"":",Confidence,Fluster,Poise,Assurance,,,B) Fluster,"Aplomb means self-confidence. Fluster, meaning nervous agitation, is the opposite.",03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
119,03 Verbal Ability (English Comprehension),03 Advance,hard,Antonyms,"Find the antonym for ""Cacophony"":",Discord,Harmony,Noise,Clamor,,,B) Harmony,"Cacophony means harsh sound. Harmony, meaning pleasant sound, is the opposite.",03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
120,03 Verbal Ability (English Comprehension),03 Advance,hard,Antonyms,"Antonym for ""Epiphany"":",Revelation,Ignorance,Insight,Realization,,,B) Ignorance,"Epiphany means sudden understanding. Ignorance, meaning lack of knowledge, is the opposite.",03 Verbal Ability (English Comprehension)/03 Advance/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
121,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),What is the total sales of Product A across all months?,,,,,,,1100 units,Total sales = 200 + 250 + 300 + 350 = 1100 units.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
122,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),Which product had the highest sales in February?,,,,,,,Product D,"Feb sales: A (250), B (180), C (120), D (280), E (270). Highest is D (280).",04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
123,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),What is the average monthly sales of Product B?,,,,,,,187.5 units,Total sales = 150 + 180 + 200 + 220 = 750. Average = 750 ÷ 4 = 187.5 units.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
124,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),By how much did Product C’s sales increase from Jan to Apr?,,,,,,,60 units,Increase = Apr (160) - Jan (100) = 60 units.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
125,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),What is the total sales of all products in March?,,,,,,,1190 units,Mar sales: A (300) + B (200) + C (140) + D (260) + E (290) = 1190 units.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
126,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),Which product had the lowest sales in April?,,,,,,,Product C,"Apr sales: A (350), B (220), C (160), D (240), E (310). Lowest is C (160).",04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
127,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),What is the percentage increase in Product A’s sales from Jan to Feb?,,,,,,,25%,Increase = 250 - 200 = 50. % Increase = (50 ÷ 200) × 100 = 25%.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
128,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),What is the ratio of Product B’s sales in Feb to Mar?,,,,,,,9 : 10,Feb (180) : Mar (200) = 180 : 200 = 9 : 10.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
129,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),What is the total sales of Products D and E in Jan?,,,,,,,550 units,Jan sales: D (300) + E (250) = 550 units.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
130,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),Which month had the highest total sales?,,,,,,,April,"Total sales: Jan (1000), Feb (1100), Mar (1190), Apr (1280). Highest is Apr. **Table 2: Number of Students in Five Classes (A–E) in Two Years** | Class | 2022 | 2023 | |-------|------|------| | A     | 40   | 50   | | B     | 30   | 35   | | C     | 50   | 45   | | D     | 60   | 70   | | E     | 20   | 25   |",04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
131,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),What is the total number of students in Class D across both years?,,,,,,,130 students,Total = 60 + 70 = 130 students.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
132,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),Which class had the highest number of students in 2023?,,,,,,,Class D,"2023: A (50), B (35), C (45), D (70), E (25). Highest is D (70).",04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
133,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),What is the average number of students in Class A over the two years?,,,,,,,45 students,Total = 40 + 50 = 90. Average = 90 ÷ 2 = 45 students.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
134,04 Data Interpretation and Analysis,01 Basic,easy,Table-Based Questions (1–20),By how much did Class B’s student count increase from 2022 to 2023?,,,,,,,5 students,Increase = 35 - 30 = 5 students.,04 Data Interpretation and Analysis/01 Basic/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
135,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),What is the total annual revenue of Store W in 2023?,,,,,,,"$1,100,000","Total = 200 + 250 + 300 + 350 = 1100 ($1000) = $1,100,000.",04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
136,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),Which store had the highest revenue in Q3?,,,,,,,Store W,"Q3: W (300), X (240), Y (170), Z (240). Highest is W (300).",04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
137,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),What is the average quarterly revenue of Store X?,,,,,,,"$225,000","Total = 180 + 210 + 240 + 270 = 900. Average = 900 ÷ 4 = 225 ($1000) = $225,000.",04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
138,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),What is the percentage growth in Store Y’s revenue from Q1 to Q4?,,,,,,,20%,Increase = 180 - 150 = 30. % Growth = (30 ÷ 150) × 100 = 20%.,04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
139,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),What is the total revenue of all stores in Q2?,,,,,,,"$850,000","Q2: W (250) + X (210) + Y (160) + Z (230) = 850 ($1000) = $850,000.",04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
140,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),What is the ratio of Store Z’s revenue in Q1 to Q4?,,,,,,,22 : 25,Q1 (220) : Q4 (250) = 220 : 250 = 22 : 25.,04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
141,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),By how much did Store W’s revenue exceed Store X’s in Q4?,,,,,,,"$80,000","W (350) - X (270) = 80 ($1000) = $80,000.",04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
142,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),Which store showed the highest percentage growth from Q1 to Q2?,,,,,,,Store W,W: (250 - 200) ÷ 200 × 100 = 25%. X: (210 - 180) ÷ 180 × 100 ≈ 16.67%. Y: (160 - 150) ÷ 150 × 100 ≈ 6.67%. Z: (230 - 220) ÷ 220 × 100 ≈ 4.55%. Highest is W.,04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
143,04 Data Interpretation and Analysis,02 Intermediate,medium,Table-Based Questions (1–20),What is the combined revenue of Stores W and Y in Q3?,,,,,,,"$470,000","W (300) + Y (170) = 470 ($1000) = $470,000.",04 Data Interpretation and Analysis/02 Intermediate/README.md,https://github.com/rohanmistry231/CSE-Aptitude-Test-Practice-Hub
